user,condition,task,time,event,note
8,10,1,84.97,drag(robot->A),
8,10,1,86.98,drag(robot->A),same robot as first action
8,10,1,88.27,drag(robot->A),same robot as first action
8,10,1,100.96,tap;tap;tap;drag(robot->A),
8,10,1,103.34,drag(A->free space);tap;tap;tap,
8,10,1,105.87,drag(robot->A),same robot as first action
8,10,1,107.79,drag(robot->A),
8,10,1,108.55,tap;tap,
8,10,1,109.5,tap;tap;tap,
8,10,1,110.32,tap;tap;tap,
8,10,1,114.35,doubletap;2f 1h drag,
8,10,1,115.15,3f 1h drag,
8,10,1,116.33,drag,
8,10,1,119.84,tap,
8,10,1,129.08,drag,
8,10,1,130.185,drag(robot->A),same robot as first action
8,10,2,160.93,drag,
8,10,2,165.16,drag,
8,10,3,218.25,doubletap(near lead robot),
8,10,3,221.52,doubletap(near second robot),
8,10,3,222.74,doubletap(near third robot),
8,10,3,225.67,doubletap(near fourth robot),
8,10,4,258.81,drag(to A),
8,10,4,259.76,drag(to A),
8,10,4,261.96,drag(to A),
8,10,4,271.85,drag(redirect one to B),
8,10,5,316.43,drag (orange->b),
8,10,5,318.27,drag (orange->b),
8,10,5,320.07,drag (orange->b),
8,10,5,321.19,drag (orange->b),
8,10,5,344.33,drag (red->a),
8,10,5,346.01,drag (red->b),
8,10,5,349.93,drag;drag;drag(orange->b),
8,10,6,361,drag(red->b),
8,10,6,363.31,drag(red->b),
8,10,6,364.20,drag(orange->a),
8,10,6,365.28,drag(orange->a),
8,10,7,
8,10,7,
8,10,7,
8,10,7,
8,10,7,
8,10,7,
8,10,7,
8,10,7,
8,10,7,
8,10,8,
8,10,8,
8,10,8,
8,10,8,
8,10,8,
8,10,9,
8,10,9,
8,10,9,
8,10,9,
8,10,9,
8,10,9,
8,10,9,
8,10,9,
8,10,9,
8,10,9,
8,10,10,
8,10,10,
8,10,10,
8,10,10,
8,10,10,
8,10,10,
8,10,10,
8,10,11,
8,10,11,
8,10,11,
8,10,11,
8,10,11,
8,10,11,
8,10,11,
8,10,12,
8,10,12,
8,10,12,
8,10,12,
8,10,13,
8,10,13,
8,10,13,
8,10,14,
8,10,15,
8,10,15,
8,10,16,
8,10,16,
8,10,17,
8,10,18,
8,10,18,

